ID,Label,Layer,TSNE_1,TSNE_2,Pred_Prob
sp|Q9LFN8|GLR26_ARATH,0,Input_Layer,8.696535,16.471865,0.0072527668
sp|P0AAT4|YBDG_ECOLI,0,Input_Layer,-2.7962213,-20.962719,0.013362879
sp|C9D7C2|CAC1A_APIME,1,Input_Layer,8.956385,-16.958977,0.9983891
sp|P58735|S26A1_MOUSE,0,Input_Layer,-4.3029428,-11.811694,0.003113478
sp|Q6H1V1|BEST3_MOUSE,0,Input_Layer,3.1672213,-6.8396106,0.0041338108
sp|Q8TDX9|PK1L1_HUMAN,0,Input_Layer,-9.310058,-9.881158,0.0051473994
sp|Q5YCC7|TMC3_CHICK,0,Input_Layer,5.4041533,2.8976727,0.01522767
sp|G5EBR3|GLUCL_CAEEL,0,Input_Layer,-14.784074,9.279413,0.0037908112
sp|Q9LV72|GLR12_ARATH,0,Input_Layer,8.271394,17.040413,0.0017391068
sp|Q21121|MCU_CAEEL,0,Input_Layer,13.443408,3.685868,0.0036253543
sp|O61715|INX19_CAEEL,0,Input_Layer,-21.947386,12.09885,0.002725265
sp|E4TN31|TM175_MARTH,0,Input_Layer,-14.09064,2.4740663,0.008108285
sp|G5ECT0|PBO5_CAEEL,0,Input_Layer,-17.974642,8.417478,0.005239505
sp|Q8R6L9|MSCS_CALS4,0,Input_Layer,-4.3962274,16.08892,0.015720766
sp|Q96S66|CLCC1_HUMAN,0,Input_Layer,-20.499851,-10.435441,0.004107871
sp|P44741|TEHA_HAEIN,0,Input_Layer,24.0352,5.334825,0.0039952127
sp|O13263|SCNNH_XENLA,0,Input_Layer,-22.596497,-0.27126834,0.0057028024
sp|P79100|TRPC4_BOVIN,0,Input_Layer,6.0025153,-4.8117647,0.006388497
sp|Q05037|KCNA4_BOVIN,1,Input_Layer,-0.07235675,-0.24957772,0.99816626
sp|Q9PT84|KCNH6_CHICK,1,Input_Layer,5.7673125,-7.5786614,0.9914654
sp|Q57603|MVP_METJA,1,Input_Layer,-1.6415951,13.22191,0.9938897
sp|P10861|UCP1_BOVIN,0,Input_Layer,0.36490595,-16.058342,0.00355992
sp|O76554|ACH4_CAEEL,0,Input_Layer,-16.572664,8.470487,0.0027341554
sp|P09483|ACHA4_RAT,0,Input_Layer,-13.398183,12.514261,0.0021822408
sp|Q11069|TMC2_CAEEL,0,Input_Layer,4.666265,3.716998,0.0011453676
sp|Q12791|KCMA1_HUMAN,1,Input_Layer,6.433356,-21.497025,0.99611306
sp|Q80SX5|OTOP2_MOUSE,0,Input_Layer,15.189163,-4.113486,0.0012743894
sp|Q8BFU8|VGLU3_MOUSE,0,Input_Layer,0.8729721,-15.38491,0.003327595
sp|P04758|ACHB_BOVIN,0,Input_Layer,-13.610174,13.648999,0.0039306814
sp|Q32LT7|TTYH3_DANRE,0,Input_Layer,-4.8865604,-5.806026,0.0014722513
sp|Q24352|GBRAL_DROME,0,Input_Layer,-12.611619,7.5074472,0.0021350433
sp|Q9VL84|PPK11_DROME,0,Input_Layer,-24.010307,4.436376,0.0032972845
sp|Q9QZ65|KCJ13_CAVPO,1,Input_Layer,-10.662399,-3.424241,0.9974361
sp|Q24270|CAC1D_DROME,1,Input_Layer,9.933804,-14.659333,0.993897
sp|P92943|CLCD_ARATH,1,Input_Layer,-4.8625894,-15.294361,0.99903286
sp|Q2HJ63|CAHM2_BOVIN,0,Input_Layer,16.789215,-7.4730334,0.061077554
sp|G5EFC3|KCNAG_CAEEL,1,Input_Layer,-0.95026237,-0.6473776,0.99738234
sp|Q18297|TRPA1_CAEEL,0,Input_Layer,-4.1770945,6.3334923,0.01024673
sp|P22770|ACHA7_CHICK,0,Input_Layer,-12.621238,12.9889145,0.0013153207
sp|Q4ZHA6|KCNB2_BOVIN,1,Input_Layer,4.119433,-7.6115556,0.98933613
sp|Q9BSA9|TM175_HUMAN,0,Input_Layer,-4.170497,-10.082946,0.0036175393
sp|A0JMD4|TPC2_DANRE,1,Input_Layer,0.80931914,-4.220684,0.9979962
sp|O18276|GBRB_CAEEL,0,Input_Layer,-13.618543,8.728159,0.003949573
sp|Q02280|KCNAE_DROME,1,Input_Layer,8.962353,-10.428784,0.99327254
sp|Q10914|GLR2_CAEEL,0,Input_Layer,-8.241999,3.5851831,0.0013792462
sp|P56475|GBRR1_MOUSE,0,Input_Layer,-12.253015,11.366072,0.004271044
sp|Q16478|GRIK5_HUMAN,0,Input_Layer,-6.230079,-0.6847696,0.0061078994
sp|Q9VDH6|IR93A_DROME,0,Input_Layer,-7.9621253,5.315002,0.0009635906
sp|Q8BGR2|LRC8D_MOUSE,0,Input_Layer,10.56388,-4.3615766,0.0023062024
sp|H1AFJ6|SCNNB_NEOFS,0,Input_Layer,-22.54063,0.27965957,0.013104973
sp|Q9SFB0|DTX43_ARATH,0,Input_Layer,11.727297,14.402981,0.003386524
sp|A0A0U1QT59|TMC_DROME,0,Input_Layer,4.511318,4.9914637,0.0006796003
sp|Q9Y3Q4|HCN4_HUMAN,1,Input_Layer,7.3307023,-9.920007,0.99708253
sp|Q8CD54|PIEZ2_MOUSE,0,Input_Layer,19.14365,-2.5366325,0.008617841
sp|Q5FKD1|FLUC2_LACAC,0,Input_Layer,-2.7000632,21.936245,0.0075606788
sp|Q9UI33|SCNBA_HUMAN,1,Input_Layer,12.930818,-19.079527,0.9960765
sp|C3VMW3|CLD17_PIG,0,Input_Layer,23.018793,-11.143347,0.005228355
sp|Q8K424|TRPV3_MOUSE,0,Input_Layer,5.2804117,-3.340303,0.00034440012
sp|Q9Y2U2|KCNK7_HUMAN,1,Input_Layer,-0.9390104,-12.232779,0.991041
sp|Q7NDN8|GLIC_GLOVI,0,Input_Layer,-17.176449,16.560684,0.009802237
sp|Q5R3K3|CAHM6_HUMAN,0,Input_Layer,17.392796,-6.865853,0.022445297
sp|Q8CFS6|KCNV2_MOUSE,1,Input_Layer,-0.91781497,-2.5688639,0.998071
sp|Q8VZL4|MSL1_ARATH,0,Input_Layer,13.859517,12.397391,0.005223083
sp|P25396|TEHA_ECOLI,0,Input_Layer,24.040607,5.321618,0.0066312766
sp|A0A086F3E3|TM175_CHRP1,0,Input_Layer,-14.543595,2.1438248,0.009369233
sp|P48182|ACR2_CAEEL,0,Input_Layer,-15.630081,10.079338,0.012806491
sp|Q58543|MSMJL_METJA,0,Input_Layer,-3.7112143,16.025808,0.004196467
sp|Q90805|CNG1_CHICK,0,Input_Layer,2.3468068,0.038751397,0.013404586
sp|Q9XXD1|KVS4_CAEEL,1,Input_Layer,-1.7425958,-1.1163564,0.99878293
sp|Q19907|TWK12_CAEEL,0,Input_Layer,1.0325551,6.7525063,0.0071542547
sp|Q8RXR2|CLCF_ARATH,1,Input_Layer,12.04898,13.229363,0.9953557
sp|Q9FWX6|KCO4_ARATH,0,Input_Layer,18.485628,17.061274,0.008227906
sp|Q8GXJ4|GLR34_ARATH,0,Input_Layer,8.313663,15.710571,0.022632062
sp|Q91WD2|TRPV6_MOUSE,0,Input_Layer,4.228546,-3.3308947,0.007794116
sp|Q96KK3|KCNS1_HUMAN,1,Input_Layer,0.40465444,-6.7946672,0.9936453
sp|A0A1S4GYH6|IR21A_ANOGA,0,Input_Layer,-7.1814713,6.142231,0.005349103
sp|P78334|GBRE_HUMAN,0,Input_Layer,-13.044095,11.125307,0.0018018846
sp|Q27295|EAT5_CAEEL,0,Input_Layer,-23.422522,12.195709,0.004907785
sp|S5VBU1|TM175_STRC3,0,Input_Layer,-14.710549,1.995061,0.0034798312
sp|Q91892|CLCC1_XENLA,0,Input_Layer,-20.905529,-10.0855,0.007637843
sp|Q7Z2W7|TRPM8_HUMAN,0,Input_Layer,6.7158833,-1.9691868,0.011059636
sp|Q9SZT4|CSCLE_ARATH,0,Input_Layer,11.523821,7.2590957,0.0019242971
sp|G5EG88|ACH23_CAEEL,0,Input_Layer,-16.892284,9.07749,0.0071163634
sp|Q7RTX7|CTSR4_HUMAN,1,Input_Layer,-1.114245,-4.2060947,0.9985354
sp|Q94526|ORK1_DROME,0,Input_Layer,2.1533792,6.20006,0.0029298172
sp|P0C550|AKT1_ORYSI,1,Input_Layer,3.8163314,-0.82228726,0.9937318
sp|Q93971|TRPG_CAEEL,0,Input_Layer,2.5518718,3.6269324,0.000836995
sp|O70212|5HT3A_CAVPO,0,Input_Layer,-13.382382,15.57473,0.003940433
sp|Q03445|GLR1_DROME,0,Input_Layer,-7.049996,2.1106503,0.010873852
sp|Q9U3N4|INX6_CAEEL,0,Input_Layer,-24.531921,13.614119,0.0069368742
sp|O81776|GLR24_ARATH,0,Input_Layer,8.113776,16.374926,0.0071651014
sp|Q8VYR0|MCU2_ARATH,0,Input_Layer,11.877742,17.900774,0.0123341605
sp|Q6Q1P3|KCNKI_RAT,1,Input_Layer,-0.7001834,-10.31844,0.9922389
sp|Q22271|UNC58_CAEEL,1,Input_Layer,0.19640918,6.453327,0.9770572
sp|Q21123|INX7_CAEEL,0,Input_Layer,-22.561348,11.207783,0.0009496142
sp|Q9JIS7|CAC1F_MOUSE,1,Input_Layer,7.708873,-19.143497,0.9947038
sp|Q24418|NMDA1_DROME,1,Input_Layer,-6.3017354,1.6056648,0.958457
sp|A0A2R8Q3S9|CLCC1_DANRE,0,Input_Layer,-20.673965,-10.307625,0.0061642495
sp|A2ARP9|CTSR2_MOUSE,1,Input_Layer,-1.828723,-4.9155207,0.99532
sp|A5X5Y0|5HT3E_HUMAN,0,Input_Layer,-13.379619,15.952137,0.0031654374
sp|Q9UM00|TMCO1_HUMAN,0,Input_Layer,2.8288884,-20.306883,0.001686033
sp|Q9H3M0|KCNF1_HUMAN,1,Input_Layer,-1.405178,-2.085405,0.9978732
sp|P51172|SCNND_HUMAN,0,Input_Layer,3.1876175,10.710924,0.010434696
sp|A8MYU2|KCNU1_HUMAN,1,Input_Layer,16.699133,0.31404576,0.99168736
sp|E1BNE9|KCNJ3_BOVIN,1,Input_Layer,-9.030182,-4.7659893,0.9896953
sp|Q653P0|KOR1_ORYSJ,1,Input_Layer,3.795578,-0.8445789,0.99277204
sp|P21817|RYR1_HUMAN,1,Input_Layer,24.92548,-4.7146115,0.9779292
sp|Q8BLA8|TRPA1_MOUSE,1,Input_Layer,-4.138358,5.6903048,0.9566816
sp|P51787|KCNQ1_HUMAN,1,Input_Layer,4.785205,-9.73578,0.99668306
sp|P51800|CLCKA_HUMAN,1,Input_Layer,-4.566567,-14.470091,0.9950047
sp|Q9FVQ5|CSCL1_ARATH,0,Input_Layer,10.3728895,8.392761,0.005659152
sp|O49696|ALMTC_ARATH,0,Input_Layer,14.674341,15.676518,0.006736989
sp|P37002|FLUC_ECOLI,0,Input_Layer,-1.2043647,21.358961,0.0046182396
sp|Q54LT0|MCU_DICDI,0,Input_Layer,8.014694,12.357945,0.004511518
sp|Q8CE93|CAHM4_MOUSE,0,Input_Layer,17.574257,-7.9688883,0.010598163
sp|O65718|CNGC2_ARATH,1,Input_Layer,18.287882,7.802713,0.9922064
sp|Q9U6L4|TTY1_DROME,0,Input_Layer,12.333687,-9.748001,0.0027377543
sp|F4IN58|PIEZO_ARATH,0,Input_Layer,19.963396,-0.5449629,0.0045057014
sp|Q9LD37|CNG20_ARATH,0,Input_Layer,18.212402,8.101612,0.04952317
sp|Q7ZWK8|OTOP1_DANRE,0,Input_Layer,15.63597,-3.5388572,0.0007935707
sp|Q9MYW0|TRPC6_BOVIN,0,Input_Layer,5.931541,-4.370507,0.002793067
sp|M9MSG8|PIEZO_DROME,0,Input_Layer,21.003447,0.22388686,0.0037020822
sp|P34299|GLR1_CAEEL,0,Input_Layer,-8.104989,2.8494885,0.0063601313
sp|P75783|YBIO_ECOLI,0,Input_Layer,-2.117126,-21.122458,0.0042580385
sp|Q94A87|CSCL9_ARATH,0,Input_Layer,11.060511,7.8680067,0.0024221407
sp|Q96D96|HVCN1_HUMAN,1,Input_Layer,1.4269451,-2.8131502,0.9948198
sp|Q25011|FANA_CORAP,0,Input_Layer,-25.092844,3.128253,0.00175225
sp|Q13936|CAC1C_HUMAN,1,Input_Layer,8.079632,-18.553562,0.9946643
sp|Q8NEC5|CTSR1_HUMAN,1,Input_Layer,-13.334481,-13.082997,0.99164855
sp|O74839|MSY1_SCHPO,0,Input_Layer,18.290169,11.728624,0.005435307
sp|O14764|GBRD_HUMAN,0,Input_Layer,-11.8326435,10.7301,0.004982778
sp|Q7Z404|TMC4_HUMAN,0,Input_Layer,11.331831,-0.42326418,0.00063519453
sp|Q6P9J9|ANO6_MOUSE,1,Input_Layer,8.819482,2.2133846,0.9470256
sp|Q9VR82|INX6_DROME,0,Input_Layer,-24.184963,15.377079,0.0011708462
sp|Q18593|CLHM1_CAEEL,1,Input_Layer,18.48073,-7.8432474,0.9683773
sp|P08104|SCN3A_RAT,1,Input_Layer,9.054316,-18.715738,0.99838436
sp|Q9EQJ0|TPC1_MOUSE,1,Input_Layer,1.3332124,-4.066068,0.99634933
sp|P39285|MSCM_ECOLI,0,Input_Layer,-1.8448399,-21.219236,0.0021787228
sp|Q60934|GRIK1_MOUSE,0,Input_Layer,-6.6201797,-0.34039393,0.012067028
sp|Q14643|ITPR1_HUMAN,0,Input_Layer,23.12459,-4.4454603,0.0035137248
sp|B5X1G3|GPHR_SALSA,1,Input_Layer,16.0522,-12.830349,0.992949
sp|Q99572|P2RX7_HUMAN,0,Input_Layer,-19.96834,0.60636973,0.005948131
sp|Q6UXY8|TMC5_HUMAN,0,Input_Layer,-12.8091,-12.637335,0.0073315287
sp|Q9Y0A1|ITPR_CAEEL,0,Input_Layer,24.169195,-2.9398448,9.794368e-05
sp|Q9U3K5|INX2_CAEEL,0,Input_Layer,-23.720652,13.561466,0.003249148
sp|Q5N941|POLLU_ORYSJ,0,Input_Layer,15.682759,10.551853,0.0060290177
sp|Q8L7W1|MSL3_ARATH,0,Input_Layer,14.033869,12.350176,0.0093847625
sp|Q98GN8|CNGK1_RHILO,0,Input_Layer,-2.8892348,10.332069,0.0037857166
sp|Q9V9Y4|PHCL2_DROME,0,Input_Layer,-16.916697,7.5579596,0.005130683
sp|Q5R1P3|NMDE2_CANLF,1,Input_Layer,-4.8862896,1.1005312,0.99281436
sp|O61788|INX17_CAEEL,0,Input_Layer,-24.635788,12.85142,0.004230006
sp|P29993|ITPR_DROME,0,Input_Layer,23.692335,-3.463524,0.00080471986
sp|Q01118|SCN7A_HUMAN,1,Input_Layer,13.632146,-20.061604,0.994779
sp|Q21974|UNC8_CAEEL,0,Input_Layer,-24.175228,0.7717436,0.0044791494
sp|P9WP63|FLUC1_MYCTU,0,Input_Layer,-0.42551306,22.157688,0.0034679638
sp|Q8LBL1|KCO1_ARATH,0,Input_Layer,18.467033,16.586329,0.012966406
sp|P9WJN5|MSCL_MYCTU,0,Input_Layer,25.262573,12.342997,0.008128479
sp|P0DTC3|AP3A_SARS2,0,Input_Layer,-15.782164,-2.67835,0.005796093
sp|P17970|KCNAB_DROME,1,Input_Layer,10.320967,-11.452951,0.99197394
sp|Q9R244|TRPC2_MOUSE,0,Input_Layer,4.953052,-4.5527067,0.0005921462
sp|Q96L42|KCNH8_HUMAN,1,Input_Layer,5.6148486,-7.3973923,0.9980433
sp|O43526|KCNQ2_HUMAN,1,Input_Layer,5.2145414,-9.817669,0.9922214
sp|Q76LB1|ALMT1_WHEAT,0,Input_Layer,14.05988,16.267078,0.016683696
sp|P97794|KCNJ8_MOUSE,1,Input_Layer,-9.572779,-3.9043632,0.9981572
sp|Q03516|RSN1_YEAST,0,Input_Layer,7.1056895,8.645005,0.010043897
sp|Q9VAS7|INX3_DROME,0,Input_Layer,-22.24299,14.292911,0.006965626
sp|Q19746|INX3_CAEEL,0,Input_Layer,-22.491323,12.944903,0.0037808479
sp|P54244|ACH3_CAEEL,0,Input_Layer,-15.950145,8.814558,0.007902778
sp|A0MFS9|CACLC_ARATH,0,Input_Layer,10.94351,5.855675,0.008841193
sp|Q54AX6|CLCA_DICDI,1,Input_Layer,-8.264248,-16.376036,0.9945909
sp|P70227|ITPR3_MOUSE,0,Input_Layer,23.207724,-4.3373537,0.004144407
sp|P50077|CCH1_YEAST,1,Input_Layer,-13.560593,-7.603262,0.99801373
sp|Q9GZU1|MCLN1_HUMAN,0,Input_Layer,3.375543,-4.841828,0.013276049
sp|Q9VAJ3|PPK19_DROME,0,Input_Layer,-23.571817,3.8352673,0.006193422
sp|Q7Z020|TRPA1_DROME,0,Input_Layer,-3.7202108,5.59281,0.017079113
sp|P57789|KCNKA_HUMAN,1,Input_Layer,1.4953814,-9.348735,0.99530375
sp|O43497|CAC1G_HUMAN,1,Input_Layer,6.3644,-16.578465,0.9966614
sp|Q9SJE8|ALMT2_ARATH,0,Input_Layer,14.816885,16.295288,0.007068064
sp|P56699|CAC1E_DIPOM,1,Input_Layer,8.035287,-17.350433,0.9964289
sp|P40310|TOK1_YEAST,1,Input_Layer,-15.018489,-7.8180795,0.99883157
sp|Q57CD7|FLUC1_BRUAB,0,Input_Layer,-1.9742727,19.987667,0.0068709687
sp|P0C7B7|ELIC_DICCH,0,Input_Layer,-17.180538,16.549328,0.0058638486
sp|P02718|ACHD_TETCF,0,Input_Layer,-16.345533,10.524773,0.007402587
sp|Q9BVC6|TM109_HUMAN,1,Input_Layer,13.773966,0.16830261,0.9939028
sp|A4FV75|TM38A_BOVIN,0,Input_Layer,18.877804,-12.474084,0.0017072016
sp|P45963|ACR7_CAEEL,0,Input_Layer,-17.933569,10.085136,0.009009055
sp|Q0V9Z3|PACC1_XENTR,0,Input_Layer,-22.548409,5.3244424,0.0016593956
sp|Q7Z442|PK1L2_HUMAN,0,Input_Layer,-8.27381,-9.544076,0.0032427316
sp|D9N164|IRK10_PARME,1,Input_Layer,-11.508833,-1.5586562,0.9937808
sp|Q0P5A0|KCNK1_BOVIN,1,Input_Layer,0.12289226,-10.65076,0.99818546
sp|Q01956|KCNC3_RAT,1,Input_Layer,7.036467,-10.534346,0.99818367
sp|Q95L74|CY24B_BISBI,1,Input_Layer,-2.2347655,-7.8088546,0.99098444
sp|P37020|GEF1_YEAST,1,Input_Layer,-7.8160505,-16.119513,0.99780196
sp|Q9JK45|KCNQ5_MOUSE,1,Input_Layer,5.1272135,-9.044333,0.9964959
sp|D3Z291|CAHM1_MOUSE,1,Input_Layer,16.260523,-6.9493947,0.9658991
sp|Q9HB15|KCNKC_HUMAN,1,Input_Layer,1.3442886,-11.410925,0.997874
sp|O95279|KCNK5_HUMAN,1,Input_Layer,1.0679178,-9.625183,0.99631244
sp|D0E0C2|SCNA1_PERAM,1,Input_Layer,13.739452,-19.658545,0.9944786
sp|Q9YDF8|KVAP_AERPE,1,Input_Layer,-0.86217815,13.672155,0.99729353
sp|Q9P0X4|CAC1I_HUMAN,1,Input_Layer,6.329928,-17.092146,0.99871755
sp|Q9W0Y8|SCN60_DROME,1,Input_Layer,9.478237,-14.666655,0.9919416
sp|Q8I4B0|KCNSK_CAEEL,1,Input_Layer,-1.9263387,0.010783196,0.986013
sp|Q5A2J7|YVC1_CANAL,1,Input_Layer,-13.823381,-7.5663214,0.9932713
sp|Q9VGH7|CLCN2_DROME,1,Input_Layer,-6.4944916,-14.1781225,0.9964277
sp|O54912|KCNK3_RAT,1,Input_Layer,1.6401069,-10.696762,0.9996942
sp|Q03720|SLO_DROME,1,Input_Layer,6.4067965,-21.52903,0.9972849
sp|F4I248|CSCLB_ARATH,0,Input_Layer,10.523636,7.7303877,0.0047734072
